FLIGHT_ID,AIRLINE_ID,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,DISTANCE,DISTANCE_GROUP,YEAR,QUARTER,MONTH,CLASS
4377,19393,13495,10792,1097,3,2025,1,1,F
4378,21652,13232,14027,1128,3,2025,1,1,L
4379,19393,10140,10599,1138,3,2025,1,1,F
4380,21635,15043,14869,1143,3,2025,1,1,L
4381,19977,13198,14635,1155,3,2025,1,1,F
4382,19393,12992,14869,1156,3,2025,1,1,F
4383,19805,10529,14635,1180,3,2025,1,1,F
4384,19393,13244,14321,1205,3,2025,1,1,F
4385,19393,15304,13487,1306,3,2025,1,1,F
4386,19393,13198,13891,1318,3,2025,1,1,F
4387,19393,14689,11259,1327,3,2025,1,1,F
4388,19393,11066,11540,1428,3,2025,1,1,F
4389,19393,14683,14831,1454,3,2025,1,1,F
4390,19977,13244,14679,1567,4,2025,1,1,F
4391,19393,10423,10257,1577,4,2025,1,1,F
4392,19687,14057,11630,1640,4,2025,1,1,F
4393,19977,12094,13204,1687,4,2025,1,1,F
4394,19977,10140,15096,1721,4,2025,1,1,F
4395,19393,14685,14107,1789,4,2025,1,1,F
4396,19393,14107,14986,1801,4,2025,1,1,F
4397,19977,10140,12953,1821,4,2025,1,1,F
4398,21652,13898,14530,1843,4,2025,1,1,L
4399,22085,12206,14025,1851,4,2025,1,1,L
4400,19393,11986,10800,1863,4,2025,1,1,F
4401,19393,14524,14869,1863,4,2025,1,1,F
4402,19393,12206,14747,1985,4,2025,1,1,F
4403,19977,14107,13931,2029,5,2025,1,1,F
4404,19393,11996,10800,2050,5,2025,1,1,F
4405,19977,12889,10821,2106,5,2025,1,1,F
4406,19393,12954,14122,2126,5,2025,1,1,F
4407,19977,14107,10785,2203,5,2025,1,1,F
4408,21652,10800,12264,2279,5,2025,1,1,L
4409,21652,12264,10800,2279,5,2025,1,1,L
4410,19393,14689,13204,2300,5,2025,1,1,F
4411,19393,10994,14893,2347,5,2025,1,1,F
4412,19977,11618,14570,2390,5,2025,1,1,F
4413,21652,13830,10559,2643,6,2025,1,1,L
4414,21652,12982,10559,2704,6,2025,1,1,L
4415,21568,12197,10299,3365,7,2025,1,1,L
4416,20226,14863,13467,69,1,2025,1,1,L
4417,20455,12294,10245,52,1,2025,1,1,F
4418,20455,13704,10917,83,1,2025,1,1,F
4419,21820,15257,12709,23,1,2025,1,1,F
4420,20330,14880,10304,79,1,2025,1,1,G
4421,21820,10551,15085,156,1,2025,1,1,F
4422,20455,12635,10245,176,1,2025,1,1,F
4423,21820,14234,14627,55,1,2025,1,1,F
4424,22105,12709,10241,9,1,2025,1,1,L
4425,21820,12087,14627,58,1,2025,1,1,F
4426,22105,10551,14627,71,1,2025,1,1,L
4427,21820,14282,11952,11,1,2025,1,1,F
4428,20333,10184,12235,58,1,2025,1,1,F
4429,20337,11997,12523,41,1,2025,1,1,F
4430,19393,11540,10821,1741,4,2025,1,1,F
4431,20331,13970,13111,166,1,2025,1,1,F
4432,20341,10551,11844,315,1,2025,1,1,L
4433,20455,10551,12853,71,1,2025,1,1,L
4434,19393,14771,14869,599,2,2025,1,1,F
4435,19393,11697,13930,1182,3,2025,1,1,F
4436,20226,14863,13467,69,1,2025,1,1,F
4437,21909,12786,16567,7,1,2025,1,1,L
4438,20333,11630,10313,406,1,2025,1,1,F
4439,20330,10304,10996,11,1,2025,1,1,G
4440,20333,11630,15581,158,1,2025,1,1,L
4441,21673,13467,13676,192,1,2025,1,1,L
4442,20333,11630,13806,294,1,2025,1,1,F
4443,20331,13873,15721,118,1,2025,1,1,L
4444,19930,12892,12758,2504,6,2025,1,1,F
4445,20331,13873,12822,64,1,2025,1,1,L
4446,19930,14057,10620,679,2,2025,1,1,F
4447,20007,12451,12266,817,2,2025,1,1,L
4448,20330,10551,15554,136,1,2025,1,1,G
4449,19930,10926,15991,213,1,2025,1,1,F
4450,20424,10011,10011,0,1,2025,1,1,L
4451,21820,15085,10416,12,1,2025,1,1,F
4452,20455,12195,15554,18,1,2025,1,1,F
4453,20455,12671,12755,19,1,2025,1,1,F
4454,20253,13541,12250,26,1,2025,1,1,F
4455,20455,12708,15862,28,1,2025,1,1,F
4456,20455,14234,13369,31,1,2025,1,1,F
4457,20331,11535,14856,36,1,2025,1,1,F
4458,20333,15581,11833,43,1,2025,1,1,F
4459,21820,11227,12708,50,1,2025,1,1,F
4460,20272,14004,11762,55,1,2025,1,1,F
4461,20331,12704,11941,61,1,2025,1,1,F
4462,20331,11535,15478,67,1,2025,1,1,L
4463,21080,14843,15024,68,1,2025,1,1,L
4464,20331,15245,14805,70,1,2025,1,1,F
4465,20333,12141,11630,74,1,2025,1,1,F
4466,22105,12851,10551,77,1,2025,1,1,L
4467,21080,10540,13541,82,1,2025,1,1,L
4468,21080,10154,10721,91,1,2025,1,1,L
4469,21080,10721,10154,91,1,2025,1,1,L
4470,20253,10721,14321,95,1,2025,1,1,F
4471,22105,13710,10551,100,1,2025,1,1,L
4472,22105,15085,13369,102,1,2025,1,1,L
4473,21820,13369,10416,104,1,2025,1,1,F
4474,21635,10654,14131,109,1,2025,1,1,F
4475,21080,10257,12197,116,1,2025,1,1,L
4476,21080,12197,10257,116,1,2025,1,1,L
4477,20331,14805,13873,122,1,2025,1,1,L
4478,21618,12174,12173,128,1,2025,1,1,L
4479,21894,15325,12892,131,1,2025,1,1,L
4480,21080,13307,11066,134,1,2025,1,1,L
4481,21974,14736,15618,143,1,2025,1,1,L
4482,19393,13871,13198,152,1,2025,1,1,F
4483,21080,12197,10540,158,1,2025,1,1,L
4484,21080,10329,13936,167,1,2025,1,1,L
4485,21080,10540,10785,167,1,2025,1,1,L
4486,21080,10785,10540,167,1,2025,1,1,L
4487,21080,13936,10329,167,1,2025,1,1,L
4488,20331,14804,14485,172,1,2025,1,1,L
4489,20272,13055,16101,173,1,2025,1,1,L
4490,21080,13984,15167,176,1,2025,1,1,L
4491,21652,13303,14986,178,1,2025,1,1,L
4492,20333,11630,11214,181,1,2025,1,1,F
4493,21080,11252,14027,182,1,2025,1,1,L
4494,21635,13505,12197,187,1,2025,1,1,L
4495,21080,15167,14648,194,1,2025,1,1,L
4496,21652,13296,15167,197,1,2025,1,1,L
4497,20253,12478,10154,199,1,2025,1,1,F
4498,21080,15249,15304,200,1,2025,1,1,L
4499,21080,10581,10721,201,1,2025,1,1,L
4500,21080,10785,16540,205,1,2025,1,1,L
4501,21080,13398,12264,206,1,2025,1,1,L
4502,21080,12595,14223,210,1,2025,1,1,L
4503,21080,14223,12595,210,1,2025,1,1,L
4504,21080,10329,11252,213,1,2025,1,1,L
4505,21635,12574,14050,216,1,2025,1,1,L
4506,21652,12264,15167,223,1,2025,1,1,L
4507,21673,15160,13467,235,1,2025,1,1,L
4508,21974,13388,15618,237,1,2025,1,1,L
4509,21974,15618,13388,237,1,2025,1,1,L
4510,20331,11845,14805,238,1,2025,1,1,L
4511,21080,11618,14576,246,1,2025,1,1,L
4512,21080,10535,14711,248,1,2025,1,1,L
4513,21974,14679,12889,258,1,2025,1,1,L
4514,21974,14689,14771,262,1,2025,1,1,L
4515,21080,12320,10540,296,1,2025,1,1,L
4516,20333,10754,10775,311,1,2025,1,1,L
4517,20333,10775,10754,311,1,2025,1,1,L
4518,21974,14908,14831,342,1,2025,1,1,L
4519,21080,13032,14321,393,1,2025,1,1,L
4520,21080,14321,13032,393,1,2025,1,1,L
4521,21080,10721,12265,407,1,2025,1,1,L
4522,21080,12265,10721,407,1,2025,1,1,L
4523,19393,10279,14683,435,1,2025,1,1,F
4524,19393,15376,10800,453,1,2025,1,1,F
4525,21894,15041,10559,478,1,2025,1,1,L
4526,20331,13873,11630,521,2,2025,1,1,L
4527,21080,11066,12244,533,2,2025,1,1,L
4528,21080,13871,13307,555,2,2025,1,1,L
4529,21974,14869,15618,577,2,2025,1,1,L
4530,21894,14689,15498,623,2,2025,1,1,L
4531,21894,15498,14689,623,2,2025,1,1,L
4532,19393,13851,13487,694,2,2025,1,1,F
4533,21974,14674,15618,710,2,2025,1,1,L
4534,21974,15618,14674,710,2,2025,1,1,L
4535,19393,14683,15624,719,2,2025,1,1,F
4536,19393,15016,13577,728,2,2025,1,1,F
4537,19393,12896,15016,729,2,2025,1,1,F
4538,19977,10397,11298,731,2,2025,1,1,F
4539,21894,11041,15041,734,2,2025,1,1,L
4540,21974,12441,15618,770,2,2025,1,1,L
4541,21974,12441,15376,793,2,2025,1,1,L
4542,19393,13232,11481,795,2,2025,1,1,F
4543,21080,12244,14050,806,2,2025,1,1,L
4544,21894,14107,14318,832,2,2025,1,1,L
4545,21080,14050,13029,836,2,2025,1,1,L
4546,19393,14869,13871,840,2,2025,1,1,F
4547,19790,14027,10821,883,2,2025,1,1,F
4548,19393,10397,14307,903,2,2025,1,1,F
4549,19393,10397,13487,907,2,2025,1,1,F
4550,21894,11503,13061,937,2,2025,1,1,L
4551,19393,13198,13577,959,2,2025,1,1,F
4552,19393,14869,13487,991,2,2025,1,1,F
4553,21437,14107,16101,1011,3,2025,1,1,L
4554,21652,15447,10372,1018,3,2025,1,1,L
4555,21974,10329,11298,1029,3,2025,1,1,L
4556,19393,14689,13158,1035,3,2025,1,1,F
4557,19393,13198,15376,1036,3,2025,1,1,F
4558,19393,13487,13495,1039,3,2025,1,1,F
4559,19977,13204,14683,1041,3,2025,1,1,F
4560,19393,14986,12391,1069,3,2025,1,1,F
4561,21652,12055,14530,1076,3,2025,1,1,L
4562,19790,15304,15096,1104,3,2025,1,1,F
4563,19393,14869,15016,1156,3,2025,1,1,F
4564,19393,15304,13158,1209,3,2025,1,1,F
4565,21652,15447,13898,1217,3,2025,1,1,L
4566,19977,15376,13495,1233,3,2025,1,1,F
4567,19930,14004,15376,1242,3,2025,1,1,F
4568,19393,13198,14057,1482,3,2025,1,1,F
4569,19393,14057,13198,1482,3,2025,1,1,F
4570,19393,14893,11423,1486,3,2025,1,1,F
4571,19393,14771,13198,1499,3,2025,1,1,F
4572,19977,13495,12889,1500,4,2025,1,1,F
4573,19393,10821,13158,1516,4,2025,1,1,F
4574,19790,15024,14524,1517,4,2025,1,1,F
4575,19393,10800,13487,1523,4,2025,1,1,F
4576,19393,14747,15370,1558,4,2025,1,1,F
4577,19977,12264,11503,1573,4,2025,1,1,F
4578,21652,14262,15447,1659,4,2025,1,1,L
4579,19977,10423,10721,1698,4,2025,1,1,F
4580,19393,11292,13296,1729,4,2025,1,1,F
4581,19393,14893,13342,1778,4,2025,1,1,F
4582,19393,12339,11638,1819,4,2025,1,1,F
4583,19393,14831,11986,1950,4,2025,1,1,F
4584,19393,13796,11986,1955,4,2025,1,1,F
4585,19977,14492,11648,1992,4,2025,1,1,F
4586,19393,14193,14831,2040,5,2025,1,1,F
4587,19977,12889,14027,2158,5,2025,1,1,F
4588,19393,14635,12954,2223,5,2025,1,1,F
4589,21568,12892,10299,2345,5,2025,1,1,L
4590,21974,14831,13830,2355,5,2025,1,1,L
4591,21974,12758,14698,2404,5,2025,1,1,L
4592,21974,14698,12758,2404,5,2025,1,1,L
4593,21974,15167,14831,2552,6,2025,1,1,L
4594,21652,12758,10397,4447,9,2025,1,1,L
4595,21820,14718,12195,29,1,2025,1,1,F
4596,21820,12855,10241,11,1,2025,1,1,F
4597,21820,10241,12709,9,1,2025,1,1,F
4598,21820,12676,14816,21,1,2025,1,1,F
4599,20333,13806,11630,294,1,2025,1,1,F
4600,21820,12708,12779,40,1,2025,1,1,F
4601,20455,10551,11512,148,1,2025,1,1,L
4602,21673,15171,13467,108,1,2025,1,1,F
4603,21820,12719,14627,36,1,2025,1,1,F
4604,20323,13381,11630,83,1,2025,1,1,F
4605,19393,15376,14122,1798,4,2025,1,1,F
4606,21820,12851,12708,12,1,2025,1,1,F
4607,19393,12953,14683,1586,4,2025,1,1,F
4608,22105,10551,11550,164,1,2025,1,1,L
4609,21820,10551,14282,122,1,2025,1,1,F
4610,21820,12719,15257,37,1,2025,1,1,F
4611,21673,13629,15171,71,1,2025,1,1,L
4612,21820,14234,12807,14,1,2025,1,1,F
4613,22083,14828,14270,62,1,2025,1,1,F
4614,21673,13467,15160,235,1,2025,1,1,F
4615,20337,12523,12728,200,1,2025,1,1,F
4616,19393,14057,12892,834,2,2025,1,1,F
4617,20333,11630,13196,269,1,2025,1,1,F
4618,21673,13467,13196,222,1,2025,1,1,L
4619,22105,10551,13579,154,1,2025,1,1,L
4620,20337,12523,11997,41,1,2025,1,1,F
4621,20330,10551,15282,117,1,2025,1,1,G
4622,21652,15167,12545,7,1,2025,1,1,L
4623,21820,10996,10304,11,1,2025,1,1,F
4624,21437,10329,13469,13,1,2025,1,1,L
4625,22105,12855,13770,35,1,2025,1,1,L
4626,21820,11550,12769,35,1,2025,1,1,F
4627,20331,10640,11411,46,1,2025,1,1,F
4628,22105,13434,15085,48,1,2025,1,1,L
4629,21618,15454,10744,58,1,2025,1,1,F
4630,20333,10754,10396,59,1,2025,1,1,L
4631,20323,11833,15725,62,1,2025,1,1,L
4632,20331,14805,15245,70,1,2025,1,1,F
4633,22105,12853,10551,71,1,2025,1,1,L
4634,22105,12853,12831,81,1,2025,1,1,L
4635,22105,12195,11550,103,1,2025,1,1,L
4636,20333,11833,10349,107,1,2025,1,1,F
4637,21635,14131,10654,109,1,2025,1,1,F
4638,20331,12704,13873,130,1,2025,1,1,L
4639,21080,11624,10519,162,1,2025,1,1,L
4640,20331,15049,13873,163,1,2025,1,1,L
4641,22105,14880,10551,168,1,2025,1,1,L
4642,21974,12211,15325,172,1,2025,1,1,L
4643,21894,10958,11450,174,1,2025,1,1,L
4644,21894,11450,10958,174,1,2025,1,1,L
4645,21080,12953,13541,175,1,2025,1,1,L
4646,21080,13541,12953,175,1,2025,1,1,L
4647,21080,10540,14875,198,1,2025,1,1,L
4648,21080,11842,15167,201,1,2025,1,1,L
4649,21080,15167,11842,201,1,2025,1,1,L
4650,21080,10154,15167,211,1,2025,1,1,L
4651,21894,12127,11638,212,1,2025,1,1,F
4652,21894,12018,14107,233,1,2025,1,1,L
4653,20333,13676,11630,234,1,2025,1,1,F
4654,21080,14576,11618,246,1,2025,1,1,L
4655,21080,13541,14100,265,1,2025,1,1,L
4656,21894,12954,13194,274,1,2025,1,1,F
4657,21974,15618,13771,298,1,2025,1,1,L
4658,21894,13194,12211,312,1,2025,1,1,F
4659,20333,14102,10754,314,1,2025,1,1,L
4660,21974,15618,15232,364,1,2025,1,1,L
4661,21618,13476,15589,371,1,2025,1,1,L
4662,21618,15589,13476,371,1,2025,1,1,L
4663,20304,12892,11695,393,1,2025,1,1,F
4664,19393,13891,15376,409,1,2025,1,1,F
4665,19790,14100,11057,449,1,2025,1,1,F
4666,21974,15325,14570,452,1,2025,1,1,L
4667,21974,14050,12264,517,2,2025,1,1,L
4668,19393,14524,11986,570,2,2025,1,1,F
4669,19393,14307,11057,683,2,2025,1,1,F
4670,21894,14530,15618,699,2,2025,1,1,L
4671,20331,11845,10299,716,2,2025,1,1,L
4672,19790,15304,14524,723,2,2025,1,1,F
4673,19393,14027,13931,740,2,2025,1,1,F
4674,19393,11066,15370,754,2,2025,1,1,F
4675,19393,10792,14685,758,2,2025,1,1,F
4676,19393,14689,11540,801,2,2025,1,1,F
4677,21974,11109,14908,815,2,2025,1,1,L
4678,19393,10599,10279,861,2,2025,1,1,F
4679,19393,11996,14321,877,2,2025,1,1,F
4680,19393,13930,12191,945,2,2025,1,1,F
4681,19977,13230,14635,984,2,2025,1,1,F
4682,19393,12451,10721,1010,3,2025,1,1,F
4683,19393,13851,14122,1010,3,2025,1,1,F
4684,19393,11042,11259,1015,3,2025,1,1,F
4685,19393,14635,11042,1025,3,2025,1,1,F
4686,21652,15030,12197,1026,3,2025,1,1,L
4687,19393,13495,13487,1039,3,2025,1,1,F
4688,19393,14570,12896,1074,3,2025,1,1,F
4689,21652,13898,12197,1111,3,2025,1,1,L
4690,19393,14893,10279,1124,3,2025,1,1,F
4691,21652,10329,13232,1130,3,2025,1,1,L
4692,19393,14524,11259,1149,3,2025,1,1,F
4693,19393,13796,10279,1153,3,2025,1,1,F
4694,19977,11697,10721,1237,3,2025,1,1,F
4695,19393,15016,15376,1244,3,2025,1,1,F
4696,19393,15376,15016,1244,3,2025,1,1,F
4697,19393,12339,11540,1249,3,2025,1,1,F
4698,19393,10423,14524,1271,3,2025,1,1,F
4699,19393,11259,10713,1282,3,2025,1,1,F
4700,19977,14683,11278,1380,3,2025,1,1,F
4701,19393,13851,14771,1384,3,2025,1,1,F
4702,21437,13871,10327,1416,3,2025,1,1,L
4703,19393,15370,14893,1419,3,2025,1,1,F
4704,19977,12889,13495,1500,4,2025,1,1,F
4705,19977,14492,10140,1565,4,2025,1,1,F
4706,19393,10423,14307,1662,4,2025,1,1,F
4707,19393,11697,10140,1688,4,2025,1,1,F
4708,21974,11977,15618,1761,4,2025,1,1,L
4709,21974,15618,11977,1761,4,2025,1,1,L
4710,19393,14570,12339,1776,4,2025,1,1,F
4711,19977,14193,14908,1807,4,2025,1,1,F
4712,19393,11278,14869,1851,4,2025,1,1,F
4713,19393,10800,15624,1872,4,2025,1,1,F
4714,19977,13256,10721,1903,4,2025,1,1,F
4715,19393,11057,12889,1916,4,2025,1,1,F
4716,19977,14869,13303,2088,5,2025,1,1,F
4717,19977,12892,14986,2171,5,2025,1,1,F
4718,19977,14100,12889,2176,5,2025,1,1,F
4719,19977,10397,11603,2189,5,2025,1,1,F
4720,19977,14679,13303,2267,5,2025,1,1,F
4721,19393,11697,14679,2269,5,2025,1,1,F
4722,21974,12892,12264,2288,5,2025,1,1,L
4723,19977,13303,12892,2342,5,2025,1,1,F
4724,19977,14100,11638,2401,5,2025,1,1,F
4725,21652,10800,15167,2449,5,2025,1,1,L
4726,19977,13204,13264,2505,6,2025,1,1,F
4727,19977,10721,10800,2601,6,2025,1,1,F
4728,21974,13898,15023,2612,6,2025,1,1,L
4729,21820,12769,10416,45,1,2025,1,1,F
4730,21820,10416,15554,84,1,2025,1,1,F
4731,21820,10551,13894,112,1,2025,1,1,F
4732,21820,11952,12853,45,1,2025,1,1,F
4733,21820,10304,11028,50,1,2025,1,1,F
4734,21820,12807,14234,14,1,2025,1,1,F
4735,20408,15504,11630,187,1,2025,1,1,L
4736,21820,11227,12779,17,1,2025,1,1,F
4737,20455,15012,11445,222,1,2025,1,1,F
4738,20337,14828,12728,134,1,2025,1,1,F
4739,20337,12523,14828,95,1,2025,1,1,L
4740,20333,13016,11630,148,1,2025,1,1,F
4741,20408,11630,15504,187,1,2025,1,1,L
4742,22105,10551,13434,110,1,2025,1,1,L
4743,19930,12266,11292,862,2,2025,1,1,F
4744,20333,10754,14102,314,1,2025,1,1,L
4745,21820,12831,13770,4,1,2025,1,1,F
4746,22068,11317,13873,134,1,2025,1,1,L
4747,22105,15887,10551,90,1,2025,1,1,L
4748,20330,10304,12676,92,1,2025,1,1,G
4749,20330,10304,14816,77,1,2025,1,1,G
4750,20333,11630,13016,148,1,2025,1,1,F
4751,21635,10744,10744,0,1,2025,1,1,L
4752,21635,13461,13461,0,1,2025,1,1,L
4753,19687,10299,10299,0,1,2025,1,1,F
4754,20455,14718,12195,29,1,2025,1,1,F
4755,20330,12719,14627,36,1,2025,1,1,G
4756,20331,14856,11535,36,1,2025,1,1,F
4757,22105,15257,10551,38,1,2025,1,1,L
4758,21820,10416,12769,45,1,2025,1,1,F
4759,21652,13898,14027,55,1,2025,1,1,L
4760,20455,14119,14273,59,1,2025,1,1,F
4761,20323,15725,11833,62,1,2025,1,1,L
4762,20272,11588,14004,62,1,2025,1,1,F
4763,21820,14816,10304,77,1,2025,1,1,F
4764,20333,14559,11630,82,1,2025,1,1,L
4765,20333,12214,13768,84,1,2025,1,1,F
4766,20333,13768,12214,84,1,2025,1,1,F
4767,19977,13930,14696,84,1,2025,1,1,F
4768,20331,15278,13873,103,1,2025,1,1,F
4769,22105,13894,10551,112,1,2025,1,1,L
4770,21820,13894,10551,112,1,2025,1,1,F
4771,21635,11092,15582,117,1,2025,1,1,F
4772,21570,12016,15215,118,1,2025,1,1,L
4773,20333,12214,15124,128,1,2025,1,1,F
4774,20333,15124,12214,128,1,2025,1,1,F
4775,21894,12892,15325,131,1,2025,1,1,L
4776,21080,11624,14635,136,1,2025,1,1,L
4777,21080,14635,11624,136,1,2025,1,1,L
4778,20331,14485,10139,149,1,2025,1,1,L
4779,21080,10519,15221,154,1,2025,1,1,L
4780,21080,15221,10519,154,1,2025,1,1,L
4781,21080,10540,12197,158,1,2025,1,1,L
4782,21080,13541,12197,163,1,2025,1,1,L
4783,22105,11550,10551,164,1,2025,1,1,L
4784,21974,15325,12211,172,1,2025,1,1,L
4785,20331,14485,14804,172,1,2025,1,1,L
4786,20253,12478,13541,173,1,2025,1,1,F
4787,21894,12889,15325,179,1,2025,1,1,L
4788,21894,15325,12889,179,1,2025,1,1,L
4789,21652,15167,10540,182,1,2025,1,1,L
4790,21080,13984,13398,194,1,2025,1,1,L
4791,21894,15177,10325,199,1,2025,1,1,L
4792,21080,15304,15249,200,1,2025,1,1,L
4793,20333,13767,10225,211,1,2025,1,1,L
4794,21635,14050,12574,216,1,2025,1,1,L
4795,21080,15167,12264,223,1,2025,1,1,L
4796,21080,11252,13898,230,1,2025,1,1,L
4797,21080,13898,11252,230,1,2025,1,1,L
4798,21894,13388,15618,237,1,2025,1,1,L
4799,20455,14919,11445,268,1,2025,1,1,F
4800,20327,14709,11630,373,1,2025,1,1,L
4801,21974,15232,15325,451,1,2025,1,1,L
4802,19393,15370,13158,466,1,2025,1,1,F
4803,21080,10540,10990,482,1,2025,1,1,L
4804,21080,13501,14685,510,2,2025,1,1,L
4805,21894,10171,13120,510,2,2025,1,1,L
4806,19977,14576,11057,573,2,2025,1,1,F
4807,19977,10721,11433,632,2,2025,1,1,F
4808,19393,11278,10599,653,2,2025,1,1,F
4809,19393,10279,15016,672,2,2025,1,1,F
4810,19393,11603,12954,761,2,2025,1,1,F
4811,19393,11638,11540,836,2,2025,1,1,F
4812,19393,15370,14869,926,2,2025,1,1,F
4813,19393,15016,10529,957,2,2025,1,1,F
4814,19977,14869,11298,989,2,2025,1,1,F
4815,19393,13198,13931,1021,3,2025,1,1,F
4816,19393,14685,12206,1073,3,2025,1,1,F
4817,19393,12451,14321,1101,3,2025,1,1,F
4818,19393,10713,13198,1152,3,2025,1,1,F
4819,19393,13930,11697,1182,3,2025,1,1,F
4820,19393,14570,12278,1213,3,2025,1,1,F
4821,19393,11697,13851,1218,3,2025,1,1,F
4822,19393,14986,13296,1240,3,2025,1,1,F
4823,19393,13487,14747,1399,3,2025,1,1,F
4824,19393,11259,10257,1428,3,2025,1,1,F
4825,19393,14908,11423,1429,3,2025,1,1,F
4826,19393,14771,13871,1433,3,2025,1,1,F
4827,19393,13796,15370,1456,3,2025,1,1,F
4828,19393,12992,12954,1481,3,2025,1,1,F
4829,19393,13487,11697,1487,3,2025,1,1,F
4830,19393,10140,14492,1565,4,2025,1,1,F
4831,19393,14679,13244,1567,4,2025,1,1,F
4832,19393,10599,14679,1759,4,2025,1,1,F
4833,19393,15376,13204,1784,4,2025,1,1,F
4834,19393,14986,14107,1801,4,2025,1,1,F
4835,19977,15412,14679,1902,4,2025,1,1,F
4836,19393,14771,13495,1911,4,2025,1,1,F
4837,21974,10397,15618,1948,4,2025,1,1,L
4838,21974,15618,14050,1952,4,2025,1,1,L
4839,19977,14908,11433,1960,4,2025,1,1,F
4840,19977,14986,12889,2000,5,2025,1,1,F
4841,19977,13486,15304,2148,5,2025,1,1,F
4842,19393,10721,14107,2300,5,2025,1,1,F
4843,19977,14492,14747,2354,5,2025,1,1,F
4844,21894,14771,15304,2393,5,2025,1,1,L
4845,19977,14747,12953,2413,5,2025,1,1,F
4846,19977,14908,12953,2449,5,2025,1,1,F
4847,19977,10721,14570,2524,6,2025,1,1,F
4848,21652,14831,15167,2552,6,2025,1,1,L
4849,20330,11028,10304,50,1,2025,1,1,G
4850,20330,12719,10304,27,1,2025,1,1,G
4851,20455,12315,11445,116,1,2025,1,1,F
4852,21820,13770,10405,6,1,2025,1,1,F
4853,21820,14234,13369,31,1,2025,1,1,F
4854,21820,12709,10241,9,1,2025,1,1,F
4855,19393,13495,12896,725,2,2025,1,1,F
4856,20331,15721,15478,52,1,2025,1,1,F
4857,22105,10551,15887,90,1,2025,1,1,L
4858,20323,11630,13415,50,1,2025,1,1,F
4859,22105,10551,14718,145,1,2025,1,1,L
4860,21673,13467,13629,101,1,2025,1,1,L
4861,20337,12523,15231,50,1,2025,1,1,F
4862,20330,10304,14627,60,1,2025,1,1,G
4863,20330,10551,13579,154,1,2025,1,1,G
4864,21635,14802,14802,0,1,2025,1,1,L
4865,22105,14130,10551,6,1,2025,1,1,L
4866,20455,12755,12671,19,1,2025,1,1,F
4867,22105,15085,11550,22,1,2025,1,1,L
4868,22105,12831,10551,24,1,2025,1,1,L
4869,22105,13369,14234,31,1,2025,1,1,L
4870,20330,14627,12719,36,1,2025,1,1,G
4871,20455,14919,15012,46,1,2025,1,1,F
4872,21635,10967,13543,48,1,2025,1,1,F
4873,20331,14805,12822,64,1,2025,1,1,F
4874,19805,13342,13930,67,1,2025,1,1,F
4875,21820,14234,12769,76,1,2025,1,1,F
4876,20452,11278,14524,94,1,2025,1,1,F
4877,22105,12779,10551,95,1,2025,1,1,L
4878,20331,14485,12268,98,1,2025,1,1,L
4879,20337,12610,12523,98,1,2025,1,1,L
4880,20331,11411,15861,104,1,2025,1,1,L
4881,20331,15861,11411,104,1,2025,1,1,L
4882,20331,14804,13942,105,1,2025,1,1,F
4883,21080,13936,14027,149,1,2025,1,1,L
4884,21080,14027,13936,149,1,2025,1,1,L
4885,21894,10958,14107,166,1,2025,1,1,L
4886,21894,14107,10958,166,1,2025,1,1,L
4887,21618,15232,14967,169,1,2025,1,1,F
4888,21635,13484,14006,172,1,2025,1,1,F
4889,21080,14648,12197,174,1,2025,1,1,L
4890,21080,13398,13984,194,1,2025,1,1,L
4891,21080,14875,10540,198,1,2025,1,1,L
4892,20331,15245,15785,203,1,2025,1,1,L
4893,20331,15785,15245,203,1,2025,1,1,L
4894,21437,13232,11003,204,1,2025,1,1,L
4895,21894,14107,12018,233,1,2025,1,1,L
4896,21894,14107,15325,240,1,2025,1,1,L
4897,21894,15325,14107,240,1,2025,1,1,L
4898,21894,10465,14262,244,1,2025,1,1,L
4899,21894,14262,10465,244,1,2025,1,1,L
4900,21618,14689,14967,252,1,2025,1,1,L
4901,21080,10785,11764,259,1,2025,1,1,L
4902,21080,14635,11136,262,1,2025,1,1,L
4903,21635,13930,12375,275,1,2025,1,1,L
4904,21894,12211,13194,312,1,2025,1,1,F
4905,21635,11481,12574,406,1,2025,1,1,L
4906,19393,14869,10140,493,1,2025,1,1,F
4907,19393,10140,13851,510,2,2025,1,1,F
4908,19393,10279,14107,602,2,2025,1,1,F
4909,19393,11278,12451,634,2,2025,1,1,F
4910,19393,15370,11540,673,2,2025,1,1,F
4911,19393,10792,15016,674,2,2025,1,1,F
4912,20416,13930,14100,678,2,2025,1,1,F
4913,19393,13577,10257,685,2,2025,1,1,F
4914,19393,10994,15016,706,2,2025,1,1,F
4915,21974,11503,15618,741,2,2025,1,1,L
4916,19977,13198,11921,741,2,2025,1,1,F
4917,19393,14683,15376,762,2,2025,1,1,F
4918,19393,13851,14869,866,2,2025,1,1,F
4919,21974,10849,15618,887,2,2025,1,1,L
4920,19393,13158,14908,919,2,2025,1,1,F
4921,19393,10423,12451,954,2,2025,1,1,F
4922,19393,14492,15370,957,2,2025,1,1,F
4923,19977,10994,11298,987,2,2025,1,1,F
4924,21974,15167,15304,1010,3,2025,1,1,L
4925,21635,15030,11764,1011,3,2025,1,1,L
