AIRPORT_ID,AIRPORT_SEQ_ID,CITY_MARKET_ID,AIRPORT_CODE,CITY_NAME,STATE_ABR,STATE_FIPS,STATE_NM,WAC
11447,1144705,31447,DVL,"Devils Lake, ND",ND,38,"North Dakota",66
11450,1145002,30466,DVT,"Phoenix, AZ",AZ,4,Arizona,81
11463,1146302,31463,EAA,"Eagle, AK",AK,2,Alaska,1
11468,1146802,31468,EAR,"Kearney, NE",NE,31,Nebraska,65
11470,1147005,31470,EAT,"Wenatchee, WA",WA,53,Washington,93
11471,1147103,31471,EAU,"Eau Claire, WI",WI,55,Wisconsin,45
11481,1148102,31481,ECP,"Panama City, FL",FL,12,Florida,33
11487,1148703,30299,EDF,"Anchorage, AK",AK,2,Alaska,1
11490,1149005,31490,EDW,"Edwards, CA",CA,6,California,91
11492,1149202,31492,EEK,"Eek, AK",AK,2,Alaska,1
11503,1150305,31503,EGE,"Eagle, CO",CO,8,Colorado,82
11511,1151103,31511,EGX,"Egegik, AK",AK,2,Alaska,1
11512,1151205,31512,EHM,"Cape Newenham, AK",AK,2,Alaska,1
11525,1152505,31525,EKO,"Elko, NV",NV,32,Nevada,85
11531,1153104,31531,ELD,"El Dorado, AR",AR,5,Arkansas,71
11535,1153502,31535,ELI,"Elim, AK",AK,2,Alaska,1
11537,1153706,31537,ELM,"Elmira/Corning, NY",NY,36,"New York",22
11540,1154005,30615,ELP,"El Paso, TX",TX,48,Texas,74
11545,1154501,31545,ELV,"Elfin Cove, AK",AK,2,Alaska,1
11550,1155001,31550,EMK,"Emmonak, AK",AK,2,Alaska,1
11554,1155407,31554,EMT,"El Monte, CA",CA,6,California,91
11555,1155502,31555,ENA,"Kenai, AK",AK,2,Alaska,1
11577,1157706,31577,ERI,"Erie, PA",PA,42,Pennsylvania,23
11587,1158702,31587,ESC,"Escanaba, MI",MI,26,Michigan,43
11588,1158802,31588,ESD,"Eastsound, WA",WA,53,Washington,93
11603,1160302,31603,EUG,"Eugene, OR",OR,41,Oregon,92
11612,1161206,31612,EVV,"Evansville, IN",IN,18,Indiana,42
11615,1161504,31615,EWB,"New Bedford/Fall River, MA",MA,25,Massachusetts,13
11617,1161708,31617,EWN,"New Bern/Morehead/Beaufort, NC",NC,37,"North Carolina",36
11618,1161802,31703,EWR,"Newark, NJ",NJ,34,"New Jersey",21
11624,1162403,31624,EYW,"Key West, FL",FL,12,Florida,33
11630,1163003,31517,FAI,"Fairbanks, AK",AK,2,Alaska,1
11637,1163703,31637,FAR,"Fargo, ND",ND,38,"North Dakota",66
11638,1163807,31638,FAT,"Fresno, CA",CA,6,California,91
11641,1164102,31641,FAY,"Fayetteville, NC",NC,37,"North Carolina",36
11648,1164802,31648,FCA,"Kalispell, MT",MT,30,Montana,84
11686,1168604,31686,FL1,"Zephyrhills, FL",FL,12,Florida,33
11695,1169502,31695,FLG,"Flagstaff, AZ",AZ,4,Arizona,81
11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33
11699,1169902,31699,FLO,"Florence, SC",SC,45,"South Carolina",37
11711,1171102,31711,FMN,"Farmington, NM",NM,35,"New Mexico",86
11721,1172105,31721,FNT,"Flint, MI",MI,26,Michigan,43
11725,1172502,31725,FOD,"Fort Dodge, IA",IA,19,Iowa,61
11726,1172605,31726,FOE,"Topeka, KS",KS,20,Kansas,62
11728,1172804,31728,FOK,"Westhampton, NY",NY,36,"New York",22
11762,1176202,31646,FRD,"Friday Harbor, WA",WA,53,Washington,93
11764,1176405,31764,FRG,"East Farmingdale, NY",NY,36,"New York",22
11775,1177502,31775,FSD,"Sioux Falls, SD",SD,46,"South Dakota",67
11778,1177803,31778,FSM,"Fort Smith, AR",AR,5,Arkansas,71
11789,1178904,30194,FTW,"Dallas/Fort Worth, TX",TX,48,Texas,74
11790,1179002,30397,FTY,"Atlanta, GA",GA,13,Georgia,34
11811,1181101,31811,FVO,"Aurora, OR",OR,41,Oregon,92
11823,1182304,31823,FWA,"Fort Wayne, IN",IN,18,Indiana,42
11827,1182702,32467,FXE,"Fort Lauderdale, FL",FL,12,Florida,33
11833,1183305,31833,FYU,"Fort Yukon, AK",AK,2,Alaska,1
11834,1183403,31834,FYV,"Fayetteville, AR",AR,5,Arkansas,71
11842,1184201,31842,GAI,"Gaithersburg, MD",MD,24,Maryland,35
11844,1184404,31844,GAL,"Galena, AK",AK,2,Alaska,1
11845,1184502,31845,GAM,"Gambell, AK",AK,2,Alaska,1
11859,1185902,31859,GBH,"Galbraith Lake, AK",AK,2,Alaska,1
11865,1186503,31865,GCC,"Gillette, WY",WY,56,Wyoming,88
11867,1186703,31867,GCK,"Garden City, KS",KS,20,Kansas,62
11869,1186902,30463,GCN,"Grand Canyon, AZ",AZ,4,Arizona,81
11871,1187105,31871,GDC,"Greenville, SC",SC,45,"South Carolina",37
11879,1187902,31879,GDV,"Glendive, MT",MT,30,Montana,84
11883,1188306,31883,GED,"Georgetown, DE",DE,10,Delaware,31
11884,1188402,31884,GEG,"Spokane, WA",WA,53,Washington,93
11898,1189802,31898,GFK,"Grand Forks, ND",ND,38,"North Dakota",66
11905,1190502,31905,GGG,"Longview, TX",TX,48,Texas,74
11908,1190803,31908,GGW,"Glasgow, MT",MT,30,Montana,84
11921,1192102,31921,GJT,"Grand Junction, CO",CO,8,Colorado,82
11924,1192402,31924,GKN,"Gulkana, AK",AK,2,Alaska,1
11931,1193105,31931,GLH,"Greenville, MS",MS,28,Mississippi,53
11938,1193802,31938,GLR,"Gaylord, MI",MI,26,Michigan,43
11941,1194102,31941,GLV,"Golovin, AK",AK,2,Alaska,1
11952,1195205,31952,GNU,"Goodnews Bay, AK",AK,2,Alaska,1
11953,1195302,31953,GNV,"Gainesville, FL",FL,12,Florida,33
11973,1197302,31973,GPT,"Gulfport/Biloxi, MS",MS,28,Mississippi,53
11977,1197705,31977,GRB,"Green Bay, WI",WI,55,Wisconsin,45
11980,1198002,31980,GRI,"Grand Island, NE",NE,31,Nebraska,65
11982,1198202,31982,GRK,"Killeen, TX",TX,48,Texas,74
11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43
11995,1199502,31995,GSO,"Greensboro/High Point, NC",NC,37,"North Carolina",36
11996,1199603,31871,GSP,"Greer, SC",SC,45,"South Carolina",37
11997,1199702,31997,GST,"Gustavus, AK",AK,2,Alaska,1
12003,1200305,31895,GTF,"Great Falls, MT",MT,30,Montana,84
12007,1200704,30894,GTR,"Columbus, MS",MS,28,Mississippi,53
12012,1201206,32012,GUC,"Gunnison, CO",CO,8,Colorado,82
12016,1201602,32016,GUM,"Guam, TT",TT,75,"U.S. Pacific Trust Territories and Possessions",5
12018,1201802,32018,GUP,"Gallup, NM",NM,35,"New Mexico",86
12055,1205505,30977,GYY,"Gary, IN",IN,18,Indiana,42
12087,1208702,32087,HCR,"Holy Cross, AK",AK,2,Alaska,1
12094,1209402,34699,HDN,"Hayden, CO",CO,8,Colorado,82
12119,1211902,32119,HGR,"Hagerstown, MD",MD,24,Maryland,35
12124,1212402,32124,HHH,"Hilton Head, SC",SC,45,"South Carolina",37
12127,1212702,32575,HHR,"Hawthorne, CA",CA,6,California,91
12129,1212903,32129,HIB,"Hibbing, MN",MN,27,Minnesota,63
12132,1213202,32132,HII,"Lake Havasu City, AZ",AZ,4,Arizona,81
12134,1213406,32134,HIK,"Honolulu, HI",HI,15,Hawaii,2
12136,1213607,32136,HIO,"Hillsboro, OR",OR,41,Oregon,92
12141,1214101,32141,HKB,"Healy, AK",AK,2,Alaska,1
12149,1214902,32149,HKY,"Hickory, NC",NC,37,"North Carolina",36
12156,1215605,32156,HLN,"Helena, MT",MT,30,Montana,84
12171,1217105,32171,HNH,"Hoonah, AK",AK,2,Alaska,1
12173,1217305,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2
12174,1217402,32174,HNM,"Hana, HI",HI,15,Hawaii,2
12175,1217503,31402,HNS,"Haines, AK",AK,2,Alaska,1
12177,1217705,32177,HOB,"Hobbs, NM",NM,35,"New Mexico",86
12184,1218405,30009,HOM,"Homer, AK",AK,2,Alaska,1
12190,1219002,32190,HOT,"Hot Springs, AR",AR,5,Arkansas,71
12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74
12195,1219502,32195,HPB,"Hooper Bay, AK",AK,2,Alaska,1
12197,1219702,31703,HPN,"White Plains, NY",NY,36,"New York",22
12206,1220605,32206,HRL,"Harlingen/San Benito, TX",TX,48,Texas,74
12207,1220702,32207,HRO,"Harrison, AR",AR,5,Arkansas,71
12211,1221102,32211,HSH,"Las Vegas, NV",NV,32,Nevada,85
12214,1221402,32214,HSL,"Huslia, AK",AK,2,Alaska,1
12217,1221702,30255,HSV,"Huntsville, AL",AL,1,Alabama,51
12222,1222204,32222,HTO,"East Hampton, NY",NY,36,"New York",22
12223,1222305,32223,HTS,"Ashland, WV",WV,54,"West Virginia",39
12235,1223502,32235,HUS,"Hughes, AK",AK,2,Alaska,1
12244,1224404,32244,HVN,"New Haven, CT",CT,9,Connecticut,11
12245,1224503,32245,HVR,"Havre, MT",MT,30,Montana,84
12250,1225003,32250,HYA,"Hyannis, MA",MA,25,Massachusetts,13
12255,1225502,32255,HYS,"Hays, KS",KS,20,Kansas,62
12263,1226304,30928,IAB,"Wichita, KS",KS,20,Kansas,62
12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38
12265,1226505,32265,IAG,"Niagara Falls, NY",NY,36,"New York",22
12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74
12268,1226803,32268,IAN,"Kiana, AK",AK,2,Alaska,1
12278,1227805,30928,ICT,"Wichita, KS",KS,20,Kansas,62
12280,1228002,32280,IDA,"Idaho Falls, ID",ID,16,Idaho,83
12294,1229402,32294,IGG,"Igiugig, AK",AK,2,Alaska,1
12315,1231502,32315,IKO,"Nikolski, AK",AK,2,Alaska,1
12320,1232002,32320,ILG,"Wilmington, DE",DE,10,Delaware,31
12321,1232102,32321,ILI,"Iliamna, AK",AK,2,Alaska,1
12323,1232305,32323,ILM,"Wilmington, NC",NC,37,"North Carolina",36
12324,1232401,32324,ILN,"Wilmington, OH",OH,39,Ohio,44
12335,1233502,32335,IMT,"Iron Mountain/Kingsfd, MI",MI,26,Michigan,43
12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42
12343,1234305,32343,INL,"International Falls, MN",MN,27,Minnesota,63
12348,1234802,32348,INT,"Winston-Salem, NC",NC,37,"North Carolina",36
12363,1236305,32363,IPL,"El Centro, CA",CA,6,California,91
12365,1236504,32365,IPT,"Williamsport, PA",PA,42,Pennsylvania,23
12370,1237005,32370,IRC,"Circle, AK",AK,2,Alaska,1
12375,1237505,32375,IRK,"Kirksville, MO",MO,29,Missouri,64
12388,1238802,31454,ISM,"Orlando, FL",FL,12,Florida,33
12391,1239103,31703,ISP,"Islip, NY",NY,36,"New York",22
12397,1239703,32397,ITH,"Ithaca/Cortland, NY",NY,36,"New York",22
12402,1240203,32402,ITO,"Hilo, HI",HI,15,Hawaii,2
12412,1241202,32412,IWD,"Ironwood, MI",MI,26,Michigan,43
12436,1243602,32436,IYK,"Inyokern, CA",CA,6,California,91
12441,1244102,32441,JAC,"Jackson, WY",WY,56,Wyoming,88
12448,1244807,32448,JAN,"Jackson/Vicksburg, MS",MS,28,Mississippi,53
12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33
12455,1245502,32455,JBR,"Jonesboro, AR",AR,5,Arkansas,71
12478,1247805,31703,JFK,"New York, NY",NY,36,"New York",22
12492,1249202,32492,JHM,"Kapalua, HI",HI,15,Hawaii,2
12511,1251103,32511,JLN,"Joplin, MO",MO,29,Missouri,64
12519,1251902,32519,JMS,"Jamestown, ND",ND,38,"North Dakota",66
12523,1252306,32523,JNU,"Juneau, AK",AK,2,Alaska,1
12544,1254404,32544,USA,"Concord, NC",NC,37,"North Carolina",36
12545,1254501,31703,JRA,"New York, NY",NY,36,"New York",22
12559,1255905,32559,JST,"Johnstown, PA",PA,42,Pennsylvania,23
12574,1257404,30693,TN8,"Nashville, TN",TN,47,Tennessee,54
12595,1259504,32595,JZQ,"Brooksville, FL",FL,12,Florida,33
12598,1259802,32598,JZT,"Arlington, TX",TX,48,Texas,74
12610,1261001,32610,KAE,"Kake, AK",AK,2,Alaska,1
12615,1261501,32615,KAL,"Kaltag, AK",AK,2,Alaska,1
12621,1262105,32621,KBC,"Birch Creek, AK",AK,2,Alaska,1
12635,1263504,32631,KCG,"Chignik Bay, AK",AK,2,Alaska,1
12638,1263804,32631,KCL,"Chignik Lagoon, AK",AK,2,Alaska,1
12641,1264105,32631,KCQ,"Chignik, AK",AK,2,Alaska,1
12649,1264902,32649,KEB,"Nanwalek, AK",AK,2,Alaska,1
12652,1265201,30559,KEH,"Kenmore, WA",WA,53,Washington,93
12653,1265305,32653,KEK,"Ekwok, AK",AK,2,Alaska,1
12663,1266306,32663,KFP,"False Pass, AK",AK,2,Alaska,1
12671,1267105,32671,KGK,"Koliganek, AK",AK,2,Alaska,1
12676,1267605,32676,KGX,"Grayling, AK",AK,2,Alaska,1
12704,1270402,32704,KKA,"Koyuk, AK",AK,2,Alaska,1
12708,1270804,32708,KKH,"Kongiganak, AK",AK,2,Alaska,1
12709,1270907,32709,KKI,"Akiachak, AK",AK,2,Alaska,1
12719,1271905,32719,KLG,"Kalskag, AK",AK,2,Alaska,1
12720,1272005,32720,KLL,"Levelock, AK",AK,2,Alaska,1
12728,1272801,30007,KLW,"Klawock, AK",AK,2,Alaska,1
12737,1273701,32737,KMO,"Manokotak, AK",AK,2,Alaska,1
12755,1275502,32755,KNW,"New Stuyahok, AK",AK,2,Alaska,1
12758,1275804,32758,KOA,"Kona, HI",HI,15,Hawaii,2
12769,1276902,32769,KOT,"Kotlik, AK",AK,2,Alaska,1
12779,1277906,32779,KPN,"Kipnuk, AK",AK,2,Alaska,1
12784,1278403,32784,KPV,"Perryville, AK",AK,2,Alaska,1
12786,1278601,32786,KQA,"Akutan, AK",AK,2,Alaska,1
12807,1280702,32807,KSM,"St. Mary's, AK",AK,2,Alaska,1
12819,1281902,31401,KTN,"Ketchikan, AK",AK,2,Alaska,1
12822,1282203,32822,KTS,"Brevig Mission, AK",AK,2,Alaska,1
12831,1283102,32831,KUK,"Kasigluk, AK",AK,2,Alaska,1
12841,1284103,32841,KVC,"King Cove, AK",AK,2,Alaska,1
12844,1284402,32844,KVL,"Kivalina, AK",AK,2,Alaska,1
12851,1285105,32851,KWK,"Kwigillingok, AK",AK,2,Alaska,1
12853,1285302,32853,KWN,"Quinhagak, AK",AK,2,Alaska,1
12855,1285502,32855,KWT,"Kwethluk, AK",AK,2,Alaska,1
12868,1286802,32868,KYU,"Koyukuk, AK",AK,2,Alaska,1
12878,1287803,32878,LAF,"Lafayette, IN",IN,18,Indiana,42
12882,1288204,33195,LAL,"Lakeland, FL",FL,12,Florida,33
12884,1288403,32884,LAN,"Lansing, MI",MI,26,Michigan,43
12888,1288802,32888,LAR,"Laramie, WY",WY,56,Wyoming,88
12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73
12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91
12896,1289607,32896,LBB,"Lubbock, TX",TX,48,Texas,74
12898,1289806,32898,LBE,"Latrobe, PA",PA,42,Pennsylvania,23
12899,1289902,32899,LBF,"North Platte, NE",NE,31,Nebraska,65
12902,1290205,32902,LBL,"Liberal, KS",KS,20,Kansas,62
12915,1291503,31205,LCH,"Lake Charles, LA",LA,22,Louisiana,72
12917,1291703,31066,LCK,"Columbus, OH",OH,39,Ohio,44
12932,1293202,32932,LEB,"Lebanon-Hanover, NH",NH,33,"New Hampshire",14
12934,1293402,32934,LEE,"Leesburg, FL",FL,12,Florida,33
12945,1294503,32945,LEX,"Lexington, KY",KY,21,Kentucky,52
12951,1295106,32951,LFT,"Lafayette, LA",LA,22,Louisiana,72
12953,1295304,31703,LGA,"New York, NY",NY,36,"New York",22
12954,1295407,32575,LGB,"Long Beach, CA",CA,6,California,91
12955,1295503,32955,LGC,"LaGrange, GA",GA,13,Georgia,34
12982,1298202,32982,LIH,"Lihue, HI",HI,15,Hawaii,2
12992,1299206,32600,LIT,"Little Rock, AR",AR,5,Arkansas,71
13002,1300201,30559,LKE,"Seattle, WA",WA,53,Washington,93
13008,1300802,33008,LKP,"Lake Placid, NY",NY,36,"New York",22
13016,1301604,33016,LMA,"Lake Minchumina, AK",AK,2,Alaska,1
13024,1302406,33024,LMT,"Klamath Falls, OR",OR,41,Oregon,92
13029,1302902,33029,LNK,"Lincoln, NE",NE,31,Nebraska,65
13032,1303202,33032,LNS,"Lancaster, PA",PA,42,Pennsylvania,23
13034,1303402,33034,LNY,"Lanai, HI",HI,15,Hawaii,2
13055,1305502,33055,LPS,"Lopez Island, WA",WA,53,Washington,93
13057,1305701,33057,LPW,"Little Port Walter, AK",AK,2,Alaska,1
13061,1306106,33038,LRD,"Laredo, TX",TX,48,Texas,74
13072,1307202,33072,LRU,"Las Cruces, NM",NM,35,"New Mexico",86
13076,1307605,33076,LSE,"La Crosse, WI",WI,55,Wisconsin,45
13087,1308702,32211,LSV,"Las Vegas, NV",NV,32,Nevada,85
13105,1310502,33105,LUK,"Cincinnati, OH",OH,39,Ohio,44
13109,1310902,33109,LUP,"Kalaupapa, HI",HI,15,Hawaii,2
13111,1311102,33111,LUR,"Cape Lisburne, AK",AK,2,Alaska,1
13120,1312001,33120,LVS,"Las Vegas, NM",NM,35,"New Mexico",86
13121,1312102,33121,LWB,"Lewisburg, WV",WV,54,"West Virginia",39
13125,1312506,33125,LWM,"Lawrence, MA",MA,25,Massachusetts,13
13127,1312702,33127,LWS,"Lewiston, ID",ID,16,Idaho,83
13139,1313903,33139,LYH,"Lynchburg, VA",VA,51,Virginia,38
13158,1315805,33158,MAF,"Midland/Odessa, TX",TX,48,Texas,74
13176,1317603,33176,MAZ,"Mayaguez, PR",PR,72,"Puerto Rico",3
13182,1318202,33182,MBL,"Manistee/Ludington, MI",MI,26,Michigan,43
13184,1318403,33184,MBS,"Saginaw/Bay City/Midland, MI",MI,26,Michigan,43
13192,1319203,33192,MCC,"Sacramento, CA",CA,6,California,91
13194,1319403,33194,MCE,"Merced, CA",CA,6,California,91
13196,1319603,33196,MCG,"McGrath, AK",AK,2,Alaska,1
13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64
13200,1320003,33200,MCK,"McCook, NE",NE,31,Nebraska,65
13203,1320302,33155,MCN,"Macon, GA",GA,13,Georgia,34
13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33
13211,1321105,33211,MCW,"Mason City, IA",IA,19,Iowa,61
13230,1323002,32070,MDT,"Harrisburg, PA",PA,42,Pennsylvania,23
13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41
13241,1324102,33241,MEI,"Meridian, MS",MS,28,Mississippi,53
13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54
13246,1324601,33246,MEO,"Manteo, NC",NC,37,"North Carolina",36
13256,1325603,33256,MFE,"Mission/McAllen/Edinburg, TX",TX,48,Texas,74
13264,1326404,33264,MFR,"Medford, OR",OR,41,Oregon,92
13277,1327702,33277,MGM,"Montgomery, AL",AL,1,Alabama,51
13282,1328207,33282,MGW,"Morgantown, WV",WV,54,"West Virginia",39
13290,1329003,33290,MHK,"Manhattan/Ft. Riley, KS",KS,20,Kansas,62
13295,1329502,33192,MHR,"Sacramento, CA",CA,6,California,91
13296,1329605,30721,MHT,"Manchester, NH",NH,33,"New Hampshire",14
13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33
13307,1330703,33307,MIE,"Muncie/Anderson/Newcastle, IN",IN,18,Indiana,42
13341,1334102,33198,MKC,"Kansas City, MO",MO,29,Missouri,64
13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45
13344,1334403,33344,MKG,"Muskegon, MI",MI,26,Michigan,43
13347,1334702,33347,MKK,"Hoolehua, HI",HI,15,Hawaii,2
13348,1334802,33348,MKL,"Jackson, TN",TN,47,Tennessee,54
13360,1336004,33360,MLB,"Melbourne, FL",FL,12,Florida,33
13367,1336707,33367,MLI,"Moline, IL",IL,17,Illinois,41
13369,1336901,33369,MLL,"Marshall, AK",AK,2,Alaska,1
13377,1337703,33377,MLU,"Monroe, LA",LA,22,Louisiana,72
13381,1338105,33381,MLY,"Manley Hot Springs, AK",AK,2,Alaska,1
13388,1338801,33388,MMH,"Mammoth Lakes, CA",CA,6,California,91
13398,1339802,33398,MMU,"Morristown, NJ",NJ,34,"New Jersey",21
13415,1341503,33415,MNT,"Minto, AK",AK,2,Alaska,1
13422,1342202,30562,MOB,"Mobile, AL",AL,1,Alabama,51
13433,1343302,33304,MOT,"Minot, ND",ND,38,"North Dakota",66
13434,1343405,33434,MOU,"Mountain Village, AK",AK,2,Alaska,1
13439,1343901,32467,MPB,"Miami, FL",FL,12,Florida,33
13459,1345904,33459,MQT,"Marquette, MI",MI,26,Michigan,43
13461,1346101,33461,MQY,"Smyrna, TN",TN,47,Tennessee,54
13467,1346706,30299,MRI,"Anchorage, AK",AK,2,Alaska,1
13469,1346903,33469,MRK,"Marco Island, FL",FL,12,Florida,33
13476,1347605,34922,MRY,"Monterey, CA",CA,6,California,91
13484,1348401,33484,MSL,"Muscle Shoals, AL",AL,1,Alabama,51
13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45
13486,1348603,33486,MSO,"Missoula, MT",MT,30,Montana,84
13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63
13490,1349007,33490,MSS,"Massena, NY",NY,36,"New York",22
13495,1349505,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72
13501,1350104,33501,MTH,"Marathon, FL",FL,12,Florida,33
13502,1350202,33502,MTJ,"Montrose/Delta, CO",CO,8,Colorado,82
13505,1350501,30852,MTN,"Baltimore, MD",MD,24,Maryland,35
13513,1351302,31517,MTX,"Fairbanks, AK",AK,2,Alaska,1
13520,1352001,33520,MUE,"Kamuela, HI",HI,15,Hawaii,2
13540,1354005,33540,MVW,"Burlington/Mount Vernon, WA",WA,53,Washington,93
13541,1354102,33541,MVY,"Martha's Vineyard, MA",MA,25,Massachusetts,13
13543,1354305,33543,MWA,"Marion/Herrin, IL",IL,17,Illinois,41
13564,1356405,33564,MXY,"McCarthy, AK",AK,2,Alaska,1
13574,1357405,33574,MYK,"May Creek, AK",AK,2,Alaska,1
13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,"South Carolina",37
13579,1357905,33579,MYU,"Mekoryuk, AK",AK,2,Alaska,1
13587,1358702,33587,MZJ,"Marana, AZ",AZ,4,Arizona,81
13629,1362904,31501,NCN,"Chenega, AK",AK,2,Alaska,1
13655,1365502,33495,NEW,"New Orleans, LA",LA,22,Louisiana,72
13667,1366705,33667,NGU,"Norfolk, VA",VA,51,Virginia,38
13676,1367602,33676,NIB,"Nikolai, AK",AK,2,Alaska,1
13704,1370402,33704,NLG,"Nelson Lagoon, AK",AK,2,Alaska,1
13710,1371005,33710,NME,"Nightmute, AK",AK,2,Alaska,1
13731,1373104,33731,NPT,"Newport, RI",RI,44,"Rhode Island",15
13767,1376705,33767,NUI,"Nuiqsut, AK",AK,2,Alaska,1
13768,1376802,33768,NUL,"Nulato, AK",AK,2,Alaska,1
13770,1377002,33770,NUP,"Nunapitchuk, AK",AK,2,Alaska,1
13771,1377103,33771,NUQ,"Mountain View, CA",CA,6,California,91
13785,1378502,33785,NYL,"Yuma, AZ",AZ,4,Arizona,81
13795,1379502,33795,OAJ,"Jacksonville/Camp Lejeune, NC",NC,37,"North Carolina",36
13796,1379610,32457,OAK,"Oakland, CA",CA,6,California,91
13806,1380602,33806,OBU,"Kobuk, AK",AK,2,Alaska,1
13809,1380903,33809,OCF,"Ocala, FL",FL,12,Florida,33
13829,1382903,32131,OGD,"Ogden, UT",UT,49,Utah,87
13830,1383002,33830,OGG,"Kahului, HI",HI,15,Hawaii,2
13832,1383205,33832,OGS,"Ogdensburg, NY",NY,36,"New York",22
13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73
13862,1386202,33862,OLF,"Wolf Point, MT",MT,30,Montana,84
13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65
13873,1387306,33873,OME,"Nome, AK",AK,2,Alaska,1
13890,1389003,33890,ONP,"Newport, OR",OR,41,Oregon,92
13891,1389101,32575,ONT,"Ontario, CA",CA,6,California,91
13894,1389402,33894,OOK,"Toksook, AK",AK,2,Alaska,1
13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33
13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41
13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38
13933,1393305,33933,ORH,"Worcester, MA",MA,25,Massachusetts,13
13936,1393603,31454,ORL,"Orlando, FL",FL,12,Florida,33
13942,1394202,33942,ORV,"Noorvik, AK",AK,2,Alaska,1
13947,1394702,33947,OSC,"Oscoda, MI",MI,26,Michigan,43
13964,1396403,33964,OTH,"North Bend/Coos Bay, OR",OR,41,Oregon,92
13970,1397005,33970,OTZ,"Kotzebue, AK",AK,2,Alaska,1
13983,1398305,33983,OWB,"Owensboro, KY",KY,21,Kentucky,52
13984,1398402,33984,OWD,"Norwood, MA",MA,25,Massachusetts,13
13987,1398702,33987,OXC,"Waterbury, CT",CT,9,Connecticut,11
13988,1398802,33988,OXR,"Oxnard/Ventura, CA",CA,6,California,91
14004,1400403,34004,PAE,"Everett, WA",WA,53,Washington,93
14006,1400602,34006,PAH,"Paducah, KY",KY,21,Kentucky,52
14025,1402501,34025,PBG,"Plattsburgh, NY",NY,36,"New York",22
14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33
14044,1404402,34044,PCT,"Princeton, NJ",NJ,34,"New Jersey",21
14050,1405003,30397,PDK,"Atlanta, GA",GA,13,Georgia,34
14054,1405406,34054,PDT,"Pendleton, OR",OR,41,Oregon,92
14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92
14062,1406201,34062,PEC,"Pelican, AK",AK,2,Alaska,1
14081,1408102,34081,PGA,"Page, AZ",AZ,4,Arizona,81
14082,1408203,34082,PGD,"Punta Gorda, FL",FL,12,Florida,33
14088,1408804,34088,PGM,"Port Graham, AK",AK,2,Alaska,1
14092,1409205,34092,PGV,"Greenville, NC",NC,37,"North Carolina",36
14098,1409803,33667,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,38
14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23
14102,1410206,34102,PHO,"Point Hope, AK",AK,2,Alaska,1
14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81
14108,1410803,34108,PIA,"Peoria, IL",IL,17,Illinois,41
14109,1410902,34109,PIB,"Hattiesburg/Laurel, MS",MS,28,Mississippi,53
14112,1411206,33195,PIE,"St. Petersburg, FL",FL,12,Florida,33
14113,1411302,34113,PIH,"Pocatello, ID",ID,16,Idaho,83
14119,1411902,34119,PIP,"Pilot Point, AK",AK,2,Alaska,1
14120,1412002,34120,PIR,"Pierre, SD",SD,46,"South Dakota",67
14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23
14125,1412502,34125,PIZ,"Point Lay, AK",AK,2,Alaska,1
14130,1413003,34130,PKA,"Napaskiak, AK",AK,2,Alaska,1
14131,1413106,34131,PKB,"Parkersburg, WV",WV,54,"West Virginia",39
14150,1415002,34150,PLN,"Pellston, MI",MI,26,Michigan,43
14167,1416702,34167,PML,"Port Moller, AK",AK,2,Alaska,1
